OOIBase32 Version 1.0.0.8 Data File
++++++++++++++++++++++++++++++++++++
Date: Wednesday, January 23, 1980, 07:31:15
User: Valued Ocean Optics Customer
Spectrometer Serial Number: Unknown
Spectrometer Channel: Master
Integration Time (msec): 5
Spectra Averaged: 20
Boxcar Smoothing: 0
Correct for Electrical Dark: Disabled
Time Normalized: Disabled
Dual-beam Reference: Disabled
Reference Channel: Master
>>>>>Begin Spectral Data<<<<<
179.00	0.0000
179.38	0.0000
179.75	59.4000
180.13	59.8000
180.51	61.5500
180.88	62.3500
181.26	61.5000
181.64	60.8500
182.02	60.9000
182.39	62.1500
182.77	61.3500
183.15	61.0000
183.52	61.0500
183.90	60.3500
184.28	60.5000
184.65	60.0000
185.03	59.6000
185.41	62.5000
185.78	62.3000
186.16	60.9500
186.53	60.7000
186.91	61.2000
187.29	60.7500
187.66	60.7000
188.04	61.5500
188.42	62.7500
188.79	63.2500
189.17	64.0000
189.55	63.4000
189.92	62.5000
190.30	63.1500
190.67	63.6000
191.05	63.2000
191.43	62.3000
191.80	61.8000
192.18	61.7500
192.56	62.6000
192.93	63.7000
193.31	63.0000
193.68	63.1000
194.06	62.8500
194.44	62.2000
194.81	62.1000
195.19	63.6500
195.56	63.3000
195.94	63.0500
196.32	63.2000
196.69	63.0000
197.07	63.0500
197.44	62.6000
197.82	62.7000
198.19	62.7500
198.57	62.5000
198.95	63.5000
199.32	61.4000
199.70	63.3000
200.07	63.2000
200.45	64.2000
200.82	61.8500
201.20	63.5500
201.57	63.1500
201.95	63.0000
202.33	62.7500
202.70	63.7000
203.08	63.8500
203.45	65.0000
203.83	64.1500
204.20	63.0500
204.58	62.5000
204.95	63.7500
205.33	63.2000
205.70	62.5000
206.08	63.1000
206.45	62.6000
206.83	62.1500
207.20	62.8500
207.58	63.2500
207.95	62.9500
208.33	63.4000
208.70	64.0000
209.08	63.0500
209.45	63.4500
209.83	63.4000
210.20	64.0500
210.58	63.2500
210.95	63.8000
211.33	63.8500
211.70	63.5000
212.08	63.2500
212.45	62.8000
212.83	62.0500
213.20	62.6000
213.58	62.5000
213.95	63.7000
214.33	63.6500
214.70	63.1500
215.07	62.6500
215.45	64.3500
215.82	63.9000
216.20	62.7500
216.57	62.5500
216.95	64.0500
217.32	64.5500
217.70	63.5500
218.07	62.5000
218.44	63.4500
218.82	64.2500
219.19	63.3500
219.57	63.0500
219.94	63.3500
220.32	64.1000
220.69	63.0000
221.06	63.9000
221.44	63.9500
221.81	63.6500
222.19	64.0500
222.56	64.0500
222.93	62.5500
223.31	63.0000
223.68	64.1000
224.06	63.0000
224.43	63.5000
224.80	64.8000
225.18	64.1500
225.55	63.3500
225.92	64.4500
226.30	62.7500
226.67	62.6000
227.05	63.6500
227.42	63.8500
227.79	63.2500
228.17	63.9000
228.54	63.8500
228.91	64.0500
