OOIBase32 Version 1.0.0.8 Data File
++++++++++++++++++++++++++++++++++++
Date: Wednesday, January 23, 1980, 07:19:19
User: Valued Ocean Optics Customer
Spectrometer Serial Number: Unknown
Spectrometer Channel: Master
Integration Time (msec): 5
Spectra Averaged: 20
Boxcar Smoothing: 0
Correct for Electrical Dark: Disabled
Time Normalized: Disabled
Dual-beam Reference: Disabled
Reference Channel: Master
>>>>>Begin Spectral Data<<<<<
179.00	0.0000
179.38	0.0000
179.75	60.8000
180.13	60.7000
180.51	61.5500
180.88	62.4500
181.26	61.5500
181.64	62.3500
182.02	62.1000
182.39	62.4500
182.77	62.1000
183.15	61.3500
183.52	61.4000
183.90	61.9000
184.28	61.6000
184.65	61.6000
185.03	61.4500
185.41	62.2500
185.78	61.9000
186.16	61.2000
186.53	62.4500
186.91	61.8500
187.29	62.1000
187.66	62.6000
188.04	63.5000
188.42	66.4000
188.79	64.6500
189.17	66.7500
189.55	66.6000
189.92	66.6000
190.30	65.0000
190.67	66.2000
191.05	66.3500
191.43	65.3500
191.80	65.7500
192.18	66.7500
192.56	65.9500
192.93	65.6000
193.31	66.0000
193.68	66.4500
194.06	66.0000
194.44	65.5500
194.81	65.9500
195.19	66.5500
195.56	66.2500
195.94	66.2500
196.32	66.5500
196.69	66.7000
197.07	66.5500
197.44	66.4000
197.82	65.8500
198.19	66.6500
198.57	66.5500
198.95	65.2000
199.32	65.7500
199.70	66.1000
200.07	65.0500
200.45	67.2500
200.82	66.4500
201.20	66.0500
201.57	66.1000
201.95	66.3500
202.33	67.0500
202.70	66.8500
203.08	65.8000
203.45	66.7000
203.83	66.1000
204.20	66.6000
204.58	66.9000
204.95	67.2000
205.33	66.5500
205.70	66.1000
206.08	67.5500
206.45	67.5000
206.83	66.3000
207.20	67.4500
207.58	67.5000
207.95	66.3500
208.33	66.2000
208.70	67.2000
209.08	66.9500
209.45	66.3000
209.83	67.2000
210.20	66.7000
210.58	66.9500
210.95	66.2000
211.33	66.8000
211.70	65.6500
212.08	66.0500
212.45	66.4500
212.83	67.1000
213.20	66.6500
213.58	65.9500
213.95	66.9000
214.33	65.8000
214.70	65.9000
215.07	67.4000
215.45	66.0000
215.82	66.8500
216.20	66.9500
216.57	66.6000
216.95	66.0500
217.32	66.6000
217.70	67.4500
218.07	66.1500
218.44	66.6000
218.82	66.6000
219.19	66.6000
219.57	68.1000
219.94	65.4000
220.32	66.6000
220.69	66.9500
221.06	67.4500
221.44	66.3000
221.81	67.0500
222.19	65.8500
222.56	67.9500
222.93	66.7500
223.31	66.1000
223.68	67.8500
224.06	65.5500
224.43	67.0500
224.80	67.4000
225.18	67.5000
225.55	67.1500
225.92	66.7500
226.30	66.7500
226.67	66.5500
227.05	67.4000
227.42	66.9500
227.79	66.7500
228.17	66.8000
228.54	66.2000
228.91	67.0500
