OOIBase32 Version 1.0.0.8 Data File
++++++++++++++++++++++++++++++++++++
Date: Wednesday, January 23, 1980, 07:28:14
User: Valued Ocean Optics Customer
Spectrometer Serial Number: Unknown
Spectrometer Channel: Master
Integration Time (msec): 5
Spectra Averaged: 20
Boxcar Smoothing: 0
Correct for Electrical Dark: Disabled
Time Normalized: Disabled
Dual-beam Reference: Disabled
Reference Channel: Master
>>>>>Begin Spectral Data<<<<<
179.00	0.0000
179.38	0.0000
179.75	60.3500
180.13	60.4000
180.51	61.8500
180.88	61.1000
181.26	61.7000
181.64	61.5000
182.02	62.6500
182.39	62.1500
182.77	62.2000
183.15	60.4000
183.52	61.5500
183.90	62.1000
184.28	61.6500
184.65	61.0000
185.03	61.2000
185.41	60.8500
185.78	62.0500
186.16	60.7500
186.53	61.8500
186.91	61.9500
187.29	61.6500
187.66	60.9500
188.04	61.6500
188.42	62.4500
188.79	62.2000
189.17	62.0500
189.55	63.3000
189.92	61.6500
190.30	62.6500
190.67	61.5500
191.05	61.7500
191.43	61.8000
191.80	62.8000
192.18	62.6500
192.56	62.6500
192.93	62.7000
193.31	61.8500
193.68	62.3000
194.06	61.7000
194.44	63.0000
194.81	61.7000
195.19	62.1000
195.56	62.6000
195.94	63.2500
196.32	63.3000
196.69	62.5000
197.07	62.5500
197.44	62.2500
197.82	63.3000
198.19	61.4000
198.57	61.2500
198.95	63.2000
199.32	62.5500
199.70	62.7000
200.07	63.2500
200.45	62.1500
200.82	63.1500
201.20	61.8000
201.57	61.5000
201.95	61.9500
202.33	61.4500
202.70	63.4500
203.08	63.4000
203.45	62.5500
203.83	62.2500
204.20	62.7000
204.58	62.9000
204.95	61.7500
205.33	63.0500
205.70	63.2000
206.08	61.7000
206.45	63.1000
206.83	62.4500
207.20	62.4500
207.58	62.6000
207.95	62.5500
208.33	63.4000
208.70	63.8000
209.08	62.3000
209.45	62.3000
209.83	63.0000
210.20	62.7000
210.58	62.3500
210.95	62.5000
211.33	62.4000
211.70	63.2500
212.08	62.9000
212.45	62.2500
212.83	63.6500
213.20	63.6000
213.58	62.1000
213.95	63.2000
214.33	61.5500
214.70	62.2500
215.07	62.2000
215.45	62.3000
215.82	62.8500
216.20	63.1000
216.57	63.4500
216.95	63.5500
217.32	62.8500
217.70	62.5500
218.07	62.7000
218.44	63.1500
218.82	63.0500
219.19	63.7500
219.57	63.1500
219.94	62.7000
220.32	63.2500
220.69	61.9000
221.06	62.8500
221.44	62.9000
221.81	62.6000
222.19	64.0500
222.56	62.4000
222.93	64.2000
223.31	63.1500
223.68	62.7000
224.06	62.5500
224.43	61.7000
224.80	62.7500
225.18	62.7500
225.55	62.6000
225.92	63.3500
226.30	63.5500
226.67	62.6500
227.05	62.0000
227.42	61.5000
227.79	63.5000
228.17	62.2500
228.54	63.0000
228.91	62.3000
