OOIBase32 Version 1.0.0.8 Data File
++++++++++++++++++++++++++++++++++++
Date: Wednesday, January 23, 1980, 07:25:27
User: Valued Ocean Optics Customer
Spectrometer Serial Number: Unknown
Spectrometer Channel: Master
Integration Time (msec): 5
Spectra Averaged: 20
Boxcar Smoothing: 0
Correct for Electrical Dark: Disabled
Time Normalized: Disabled
Dual-beam Reference: Disabled
Reference Channel: Master
>>>>>Begin Spectral Data<<<<<
179.00	0.0000
179.38	0.0000
179.75	61.2500
180.13	62.1500
180.51	62.4000
180.88	61.7000
181.26	61.4500
181.64	61.1000
182.02	61.5000
182.39	61.9000
182.77	62.2500
183.15	62.1500
183.52	61.2500
183.90	60.3500
184.28	61.7500
184.65	61.5000
185.03	61.4000
185.41	62.8500
185.78	61.8500
186.16	61.8500
186.53	61.9000
186.91	61.4500
187.29	62.0000
187.66	61.7000
188.04	61.9500
188.42	62.3000
188.79	63.9000
189.17	64.1500
189.55	64.0000
189.92	63.2500
190.30	62.8500
190.67	62.9500
191.05	63.8500
191.43	64.2000
191.80	64.3500
192.18	64.0000
192.56	64.1500
192.93	63.9000
193.31	63.7000
193.68	64.3000
194.06	63.0000
194.44	64.6500
194.81	63.5000
195.19	64.3500
195.56	63.8500
195.94	64.9000
196.32	63.8000
196.69	64.3000
197.07	63.6500
197.44	64.1000
197.82	64.7000
198.19	64.0500
198.57	64.9000
198.95	64.1500
199.32	64.5000
199.70	64.3000
200.07	64.2000
200.45	64.6500
200.82	64.0500
201.20	64.5000
201.57	65.2000
201.95	64.0500
202.33	64.6500
202.70	64.5000
203.08	63.9500
203.45	64.8500
203.83	64.2000
204.20	64.5000
204.58	64.2000
204.95	64.7500
205.33	64.7000
205.70	65.2000
206.08	65.1000
206.45	64.8500
206.83	64.7000
207.20	64.1000
207.58	64.2000
207.95	65.7000
208.33	65.1000
208.70	66.7500
209.08	64.4000
209.45	64.4000
209.83	65.7000
210.20	65.7000
210.58	64.4500
210.95	64.6500
211.33	65.4500
211.70	64.7500
212.08	65.9000
212.45	66.5500
212.83	65.8500
213.20	65.5500
213.58	65.8500
213.95	67.7000
214.33	66.2000
214.70	67.4500
215.07	67.4500
215.45	67.7000
215.82	68.6500
216.20	68.3500
216.57	68.4000
216.95	68.2000
217.32	68.5500
217.70	68.1500
218.07	68.7000
218.44	68.2500
218.82	69.0500
219.19	69.4500
219.57	69.5000
219.94	68.6500
220.32	68.6000
220.69	68.8000
221.06	68.6500
221.44	68.2500
221.81	68.2000
222.19	68.6500
222.56	68.6500
222.93	68.7500
223.31	69.2000
223.68	67.8500
224.06	68.6500
224.43	68.6000
224.80	68.0000
225.18	67.8500
225.55	68.7500
225.92	67.8500
226.30	67.9000
226.67	67.0000
227.05	67.6500
227.42	67.9500
227.79	67.6500
228.17	66.4500
228.54	67.0500
228.91	67.2500
